اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
تستر عطر دولشي اند جابانا ذا ون توباكو أو دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c9ab0b16-750c-4883-a338-06a8ab8251ef-500x500-QrsLCpXpLCaAb9CqOTzXGbNWgzDkxHWFC4lELtuS.webp",343,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قوتشي ذا آيز أوف تايجر أو دو بارفيوم 100مل,49.7,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر بولغاري لو جيمي تايجار اكس ريفيك انادول للرجال او دي بارفان 125 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3d37465f-8079-4110-83fa-4d17dbea494c-468.5x500-eicd0wmuHJmhFvUH0iXVlRyRbXoXnfdqALA0YisC.jpg",2012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كارون بور أن هوم × ناثانيل كوفي أو دو تواليت 125مل,42.6,REVERSE-LOOKUP-FOUND,بولغاري,duplicate,,
طقم شانيل كوكو مودمزيل اودي بارفيوم نسائي 50 مل + بودي اويل زيت مساج 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/712624d5-f51a-4ed3-83f5-68555bef34cc-500x500-7xZSv07AVZfEj51Ic4POcOFuWkxV9jiKteYDucg3.png",684,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم شانيل كوكو مدمزيل اودي بارفيوم نسائي 50 مل + بودي اويل زيت المساج 100 مل,90.9,GOLDEN-HIGH,شانيل,duplicate,,
عطر سينتولوجيا أبسولوت أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a99b0e3d-86a3-4839-a523-bfa31b949e1c-500x500-UWsbGgibUzFyLII9KsuxK232F2HdzAvltaA9zAUt.png",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سينتولوجيا أبسولوت أو دو برفيوم 100مل,95.0,GOLDEN-HIGH,سينتولوجيا,duplicate,,
عطر سينتولوجيا دارك اوبولنس اكسترايت دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ac219195-12e8-4b82-abbc-015ffaa44238-500x500-9leepi9rOxFV4ASSKGOJnaxLdKouz0VFzMZJXOLd.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مودون فالور إكستريت دو بارفيوم 100مل,52.5,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
عطر سينتولوجيا سينسوري أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9ba27cc3-6b60-42dc-a47f-ec4f32a35e70-500x500-TnUH99ZaEegULIJTvCoNt9yVzuuYSIXOQVbpQObT.png",563,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سينتولوجيا سينرجي أو دو برفيوم 100مل,92.4,GOLDEN-HIGH,سينتولوجيا,duplicate,,
عطر سينتولوجيا تراسي أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f82d64b7-99fe-4780-aba1-cb08a16106a9-500x500-AqBA5nOaEi63Xpf2P54dlE1bBb7Ktg4xz0j2ZL96.png",563,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سينتولوجيا تراسي أو دو برفيوم 100مل,95.0,GOLDEN-HIGH,سينتولوجيا,duplicate,,
سنتولوجيا امورتال بوشن اكستريت دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/89ab7914-3e7a-4212-8b15-4e0c48a0cd00-500x497-BmU7MMbjEIwKs6wTDM3VMKvS6MKQ9w5xfvt3Fpth.webp",563,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هوغو بوس إنرجيتيك فوجير أو دي بارفيوم 100مل,47.9,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
تستر سنتولوجيا امورتال بوشن اكستريت دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/89ab7914-3e7a-4212-8b15-4e0c48a0cd00-500x497-BmU7MMbjEIwKs6wTDM3VMKvS6MKQ9w5xfvt3Fpth.webp",563,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هوغو بوس إنرجيتيك فوجير أو دي بارفيوم 100مل,47.9,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
تستر سنتولوجيا سيلاج أو دو بارفان 100مل عطور نسائية نيش,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/acdfd2d4-1240-4c55-af26-2c3e71d80def-500x500-4sEsGRq3A6ohJJwlsG9LYGxrRAseQUITdkL9IMCq.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم قوتشي فلورا جورجس ماغنوليا أو دو بارفيوم 100مل (نسائي),44.6,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
عطر أوبسديان إكستريت من سنتولوجيا 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b64658c5-862a-48b6-8994-7a37fd2c05a0-500x500-vgRDNw72UUpUxSVYX1x5C0UaZSc3H17bX6iCeEoq.png",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر يونيك لكجري إزمير إكسترايت دي بارفيوم 100 مل,43.2,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
تستر عطر أوبسديان إكستريت من سنتولوجيا 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/71dad068-e458-4ac5-ba00-c6444a6cd03a-500x500-8ulG8wEkpm3gtToS2XKmz3o7ZdtiQKjvXkqCk5Po.png",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر يونيك لكجري هيدن أكوردز إكسترايت دي بارفيوم 100 مل,45.8,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
سينتولوجيا عطر سينرجي او دو برفيوم - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/95287ce7-ae12-419c-ade6-1b10769ef46c-400x500-k860Wue3uJoqJTjk3qF1WqAv07muKLQ6Ovt24U6L.webp",448,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سينتولوجيا سينرجي أو دو برفيوم 100مل,91.7,GOLDEN-HIGH,سينتولوجيا,duplicate,,
عطر لي سيل ديسي من ايسي مياكي عطر 100ملي + عطر 10 ملي + شور جل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/165a3f91-f9ef-4d76-97b8-b608c7ed34b5-500x355-C9tUxDNZAai5JCuyBM35jYGZSB4dHFlcVGZqwWhd.webp",425,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كالفين كلاين ديب ايفوريا أو دو تواليت 100مل,34.4,REVERSE-LOOKUP-FOUND,إيسي مياكي,duplicate,,
تستر عطر سنتولوجيا فورست بلندز 100 مل او دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4fa07d77-e2d0-4d4f-a517-4add3e53a7fb-500x500-5KSLWNKu55T26undgFoMb0rTd34pYqEBTaaPoOFu.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بريوني أو دو بارفيوم سواف 100 مل,52.5,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
عطر بون بارفيومور عطر 903 او دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3070bec9-c755-4adc-bd7e-589d27807d77-500x500-r3uGX7K5bjhWHBbovBd0TDwlrxBSgDZXUK8t8Oqo.webp",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر زيرجوف بوكيت إيديال أو دو برفيوم 100 مل,44.4,REVERSE-LOOKUP-FOUND,بون بارفومير,duplicate,,
عطر بون بارفيومور 901 موسكاد اماند باتشولي او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f3ee15e1-5e09-4242-b3e6-804857316b5a-500x500-sLjvwc5NpB3AxzGVwvm94lUcAT23yR9sPZMCY5Mg.webp",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ازارو انتنس بور هوم أو دو بارفيوم دو بارفيوم 100مل,46.7,REVERSE-LOOKUP-FOUND,إسكادا,duplicate,,
تستر سنتولوجيا سوليفلور او دو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b3116459-d2cd-4191-bde9-349a3cadfa27-500x500-rbWztfSUclvA1voV2JApbMnYOqVM7uaxmGgXfiAh.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,اتيليه فلو سولان روز او دو بارفيوم 100 مل,54.2,REVERSE-LOOKUP-FOUND,سينتولوجيا,duplicate,,
عطر سيريكو لوفرز مون مل 100,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4c153fd5-0bd4-4eac-9f2b-bf508283dedc-500x500-XVVe3llmXRYOIsOcDNsPRJn1EZL3UAiIbcxZdqfC.jpg",195,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أنجل شيلسر فيم أو دو تواليت 100,38.4,REVERSE-LOOKUP-FOUND,سيريكو,duplicate,,
عطر سيريكو فانتزي 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e0e8cee0-82ff-466f-ab6e-595ec25354ca-500x500-wbpnNczY3xJpdjvJSNJo7qg4WDkhqvNjJrtzkScL.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لافيرن بيانكو 100مل,49.0,REVERSE-LOOKUP-FOUND,سيريكو,duplicate,,
عطر ادکلن آمواج اسپریت د آمواج 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/907191e2-13e0-4911-adaf-027364be1b37-360.57692307692x500-gOudu80i9acJbgiT4C8DCrhbFmRAd974a7WjqJiL.webp",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر اليابا ليمتد إديشن إكستريت دي برفيوم 75 مل,36.4,REVERSE-LOOKUP-FOUND,,duplicate,,
تستر عطر جيرلان فانيل بلانيفوليا اكستريت 21 - 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/07b8ba75-dd4a-43a8-9d97-1d9d61f1ff3b-495x500-SsrcDmoIwHq9eflVyXEqKdi0S9rpKCxi2VyDyYSf.webp",2162,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لورينزو بازاجليا فان سي إكستريت دو بارفيوم 50 مل للجنسين,39.5,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
تستر عطر جيرلان تونكا سارابيا مركز 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/36a8c52c-b287-424a-bd2c-3fc9aa1158f0-495x500-l6AlIA80cTV64NJLNW434xv6Jr0ZDYNKt4khBad1.webp",2012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دينجوريس ماريكس 50مل,45.5,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
تستر جيرلان برغموت فانتاستيكو 11 دي بارفيوم - 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/41af2231-ccd9-4421-9c69-5b9278878686-500x500-LQmMsh9UCz2slr6cIIzvS00bfSjeqTWptgC3hYbO.webp",2012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بروتس من اورتو باريسي - 50مل - بارفيوم,41.4,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
تستر عطر جيرلان روز سنتيفوليا 1 مركز فاخر للجنسين 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f7b7a3f3-919b-4a36-a096-38604fb16b94-500x500-CtkdrSX3t1fKdCjAUKQn05Q6sFafFczVzrXqobro.webp",2012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر دينجوريس ماريكس 50مل,35.3,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
تستر ديبتيك دو سون اصدار محدود او دو برفيوم 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4de6eb0a-d3e4-4673-8b9e-5d60d6d9574e-500x500-vJzoYGFRpoB69WNRBINdxDSDK6wUlus1Ccd50PwN.webp",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هيرمس تويلي دي هيرمس أو جنجر أو دو برفيوم 75 مل,46.5,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك تام داو أو دو برفيوم 75 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9890403b-b0a1-48fc-96ec-e9960687ce54-500x500-NluSgdYYjXx7X79agw7aby7QGz9filkuiYaywpKH.png",575,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هيرمس تويلي دي هيرمس أو جنجر أو دو برفيوم 75 مل,48.5,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك بنجوان بوهيم او دو بيرفيوم - 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/af305a0f-6d93-4b89-9c8e-c75bf423835c-500x500-scU4oRI1bkj2c80TqtgwCZZviP6oD7LWat0EddhX.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بارفيوم دي مارلي ديلينا اكسكلوسف   او دو بارفيوم- 75 مل,47.4,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
عطر ديبتيك لومبر دانس لو أو دو تواليت 75 مل للنساء,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7c29784c-bda8-4a53-82ad-01d279dd2ad9-500x500-wt5aV2jm84v0WoC52PcB624vBap9beTXCzOKvmhK.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر هوغو بوس ما في بور فيم أو دو بارفيوم 75 مل للنساء,45.0,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر عطر ديبتيك أو نباتي او دو بارفيوم 75 مل Diptyque Eau Nabati,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/63b53032-4856-4f93-b7d5-9f28a4515601-361x500-OnliZBZ92jk7XrGl92khfEdhPdSWM6MWVSc1WoOB.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بوتيغا فينيتا أو سينسيل أو دو بارفيوم 75مل,52.1,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر اولين من ديبتيك أو دو تواليت نسائي 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/21fedc99-fa5a-4b35-a221-382de1b0fa5b-500x341.1214953271-UF7WZK0FyhggF0twejrqwbeJo9ULBfEhCwvt2yb8.jpg",644,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر دافيدوف كول ووتر أو دو تواليت 100 مل للنساء,51.7,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك عطر أوو روز برفان 75مل للرجال,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/59ee3768-4395-4a8a-bb7f-fb15cab74430-500x500-bmnjMK0wnrhiUxxwIHNkJf2KcQEjDAbYPxqGZRpV.png",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لطافة قمة أو دو برفيوم 100 مل للرجال,19.8,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك أورفيون أو دو بيرفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a294dd57-4e94-402e-a128-cbbd7a3bc739-439.86254295533x500-MaCQbEYT4toNnq5JX5r9I8unE19ZM71GcA2TnQda.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بارفيوم دي مارلي ديلينا اكسكلوسف   او دو بارفيوم- 75 مل,48.5,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر عطر ديبتيك ايو كابيتال او دو بارفيوم 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/097ff2fa-1d89-4dc0-9af1-64d064cf5edd-479.5x500-hsx1UBkFVgm3gyEhNdkOuiJgu2tsdfhy3Boe79lY.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إسكادا ابسلوتلي مي أو دو بارفيوم 75مل,53.6,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك فيتيفيريو او دي بارفان 75 مل (للجنسين),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ab9a4257-93d2-4561-bf7a-79d81419e118-500x500-2tYzp32XNEQEynkbZMfakHXn9HfRVF3kZnXRRbrH.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو ارماني اكوا دي جيو ابسلو  او دو بارفيوم 75 مل,41.8,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك ايو دويل او دو بارفيوم 75مل ملائم لكلا الجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/001ded89-3f3d-44b3-8524-45c7b57267e4-497.89029535865x500-LN6akD4UETzynWcxBEQ0B4hJFD01D2b8Mbifd8YX.png",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,ديزل فيول فور لايف فيم أو دو بارفيوم 75مل للنساء,47.2,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك فيلوسيكويس او دو بارفيوم 75مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/30abf4ff-37d2-4c55-bd27-d0d515d11190-500x434-LJJkBWSRxTFiXtDWfAhN87cviSiWari56I45sTEZ.webp",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بارفيوم دي مارلي ديلينا اكسكلوسف   او دو بارفيوم- 75 مل,48.3,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
تستر ديبتيك أو دو مينث او دو بارفان 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ce2eebce-f0d3-4987-8925-dd8f3bd7d148-500x500-rd63w0nPGgSp0XwE9ianxUNVjQpFs0SFH81Wl46J.png",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر  مونت بلانك فيم إنديفدوال أو دو تواليت 75مل,43.1,REVERSE-LOOKUP-FOUND,ديبتيك,duplicate,,
