اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر شانس من شانيل أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/02640d58-8ef9-4cfb-a67b-6a65f8fb8c33-500x500-vX713m93w9rH84v1wAwjB7hwpRC2JX99jcw15M3C.jpg",852,متجر ساراء ميكاب.csv,عطر توس كيدز بوي أو دو تواليت 100مل,40.1,GOLDEN-LOW-VERIFIED,شانيل,new,,
عطر شانس أو فرايش من شانيل أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9ed2b9c3-9287-46d6-a3d6-e0cd53fb1733-500x500-Bcfqjpj0aq93Kx5SiW0k5OiHUzf9PrRt0tNkT2ye.jpg",874,متجر ساراء ميكاب.csv,عطر رصاصي جنون ساتين الرصاصي بور فيم أو دو برفيوم 50مل,38.8,GOLDEN-LOW-VERIFIED,شانيل,new,,
عطر شانس أو فيف من شانيل أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a3aece6c-a873-43f9-bba2-82d20980ba4a-500x500-zqTUOgbVfHMNXOEdpRHN244hn0438lzYAqlYsFDV.jpg",799,متجر ساراء ميكاب.csv,عطر توس كيدز بوي أو دو تواليت 100مل,41.6,GOLDEN-LOW-VERIFIED,شانيل,new,,
عطر شانس أو فرايش من شانيل أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/031fd6b5-9360-4b10-afc6-d5e139b3817e-500x500-VuLNVMzsWhtU8CmBJNj13baBLykpZrg2SSng2wPR.png",897,متجر ساراء ميكاب.csv,عطر كولور مي سيلفر سبورت أو دو تواليت 90مل,41.6,GOLDEN-LOW-VERIFIED,شانيل,new,,
مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/edaeedfc-9d67-4f7d-8d5d-f8918cc5dc36-500x500-7j7fFMU3K3o9AYLKHmmSnY2sFaqs4oQlx6j5mkAt.webp",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم هريرا سي اتش اودي تواليت رجالي 100 مل CH + عطريخ 10 مل + افتر هيف 100 مل,49.2,GOLDEN-LOW-VERIFIED,,new,,
عطر ايدول باور لو دي بارفان انتينس 25 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/43b784c8-85a3-4b11-8f15-7eec464e1d37-500x500-FnjlrCfmZaTXs8Edm96vmHBoarfsIaT3LmIFlEyC.webp",218,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميني فانسي FANCCY 25مل,34.0,GOLDEN-LOW-VERIFIED,,new,,
امواج لاين 618 ايسنس دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e160ba23-220c-4c78-94ba-5e18610e24d7-499x500-drdVF4KKb7nuOX0EsThQKWxVyS8PXzBqtTB3w0Wv.webp",1610,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر روسيندو ماتيو نمبر 7 او دو بارفيوم 100 مل,44.8,GOLDEN-LOW-VERIFIED,,new,,
غوالي معطر الشعر ميدنايت نويز 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1270b1fb-4948-43cf-a10a-4f8e42ba0d1a-500x500-6lSH9qCTGpECW5PRgE2TCmbAqe6Y28bhfywjVg33.webp",203,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,معطر شعر موغلر ألين 30مل,39.1,GOLDEN-LOW-VERIFIED,,new,,
عطر بيري إليس 360° بينك للنساء 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1b4651df-f4ac-41ae-a55a-ea5fd64e2945-500x500-jIrTIkG4FrkjSa1K1WPmOWftn280aKO2RxfTNEiY.jpg",195,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فردريك مال ايريس بودري 100 مل للنساء,41.6,GOLDEN-LOW-VERIFIED,بيري إليس,new,,
عطر جيمس بوند 007 اوشن رويال الرجالي تواليت 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/282824c2-e7f1-4cf0-ae13-77d2dac5a3d5-400x500-vOK8APVf1fFpF9nTgWBsUVRd83rlKFezuNLnjLw0.webp",149,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر رالف لورين سفاري الرجالي تواليت 125مل,50.7,GOLDEN-LOW-VERIFIED,جيمس بوند 007,new,,
مجموعة اروقيت بينك من عساف,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2508529c-af6e-4b18-bbb9-48cfa6bf877a-500x500-qjDfXiBAhgUvCabsRDmk8cznEVj2dfvqSQrtjFu5.webp",195,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة زودياك النخبة من زودياك,50.9,GOLDEN-LOW-VERIFIED,عساف,new,,
مجموعة بخور عيد عساف - 340 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7bff88e6-4037-4af0-aa06-04846aaa2e52-500x500-bYy2Wrj8h0NTl8vxAkZYUsARigUWASitJRIBqjjR.webp",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة عطور نايت تايم للعرايس,37.8,GOLDEN-LOW-VERIFIED,عساف,new,,
ريبل انيبل - المتمرد من عساف 150مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6dfe99ba-3060-468a-b8a0-33cb5340a7b6-500x500-NjkbodNRpj9o79u5fLYSMvH5Bmi6Yy18hyISResD.webp",143,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة زودياك النخبة من زودياك,31.9,GOLDEN-LOW-VERIFIED,عساف,new,,
عينة إيسي مياكي نيكتار دي إيسي آيغو أو دو بارفان 20 مل للنساء,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bb358b62-c052-45d0-8896-87dec78c51b7-500x500-TqNQk4xhfWwGJ9yunkaRau07bN37TbGmYjUexS3T.jpg",51,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر نارسيسو رودريغز فور هير إنتنس أو دو بارفيوم 100 مل للنساء,21.0,GOLDEN-LOW-VERIFIED,إيسي مياكي,new,,
عطر باركو بالاديانو XII كويرسيا، 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f6a70500-e458-4679-b17e-da906eed8aa3-333.33333333333x500-7fzc5cbLAyatDsKVcr8DCLhSxCwooj7xJCExEAOG.webp",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميزون كريفلي بابيروس موليكيولير 100 مل,47.2,GOLDEN-LOW-VERIFIED,,new,,
تستر بوتيغا فنيتا باركو بالاديانو X أوليفو اودو بيرفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3b6c51c3-2f76-4015-a906-355a771673cb-500x500-SWeTK4wPsEol4DbS78kHuy1rxkbIMEbtbqZQi3EX.jpg",667,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر ارماني يو أبسولوتلي أو دو بارفيوم 100مل,47.0,GOLDEN-LOW-VERIFIED,بوتيغا فينيتا,new,,
تستر بوتيجا فينيتا باركو بلاديانو II سيبريسو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1e614503-1b5f-4ac5-b510-7d925be172cf-500x500-rI0KsFLj0A8aIk45fcUubKhciSezfCnwqwfakR9F.jpg",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هوغو بوس ماجنتيك مسك او دي برفيوم 100 مل,47.6,GOLDEN-LOW-VERIFIED,بوتيغا فينيتا,new,,
تستر بيردو 1996 او دو بارفيوم 100 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/42143cfc-eda6-4760-a655-ea8e22c605e1-500x500-JTIXLbt5aZ8n6wQFgsOmmBuTn9oiUSruRF212v6e.jpg",805,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جيرلان كوير بيلوغا أو دو بارفيوم 100 مل للجنسين,50.5,GOLDEN-LOW-VERIFIED,بيB96,new,,
عطر جان لوي ازور 100مل Jean Lowe Azure,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bd47317e-8ee0-40dc-ba6e-5494a7285ec2-500x500-VarpzzJu5k6YYs0xHaBdiMBmukIFFIwoazzYiywe.png",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر جس جيرل بيل أو دو تواليت 100مل,53.0,GOLDEN-LOW-VERIFIED,,new,,
مجموعة دولتشي آند غابانا ذا اونلي ون او دي برفيوم 100مل + عينة 10مل + عينة 5مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/edaeedfc-9d67-4f7d-8d5d-f8918cc5dc36-500x500-7j7fFMU3K3o9AYLKHmmSnY2sFaqs4oQlx6j5mkAt.webp",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم هريرا سي اتش اودي تواليت رجالي 100 مل CH + عطريخ 10 مل + افتر هيف 100 مل,49.2,GOLDEN-LOW-VERIFIED,,new,,
عطر ايدول باور لو دي بارفان انتينس 25 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/43b784c8-85a3-4b11-8f15-7eec464e1d37-500x500-FnjlrCfmZaTXs8Edm96vmHBoarfsIaT3LmIFlEyC.webp",218,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميني فانسي FANCCY 25مل,34.0,GOLDEN-LOW-VERIFIED,,new,,
امواج لاين 618 ايسنس دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e160ba23-220c-4c78-94ba-5e18610e24d7-499x500-drdVF4KKb7nuOX0EsThQKWxVyS8PXzBqtTB3w0Wv.webp",1610,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر روسيندو ماتيو نمبر 7 او دو بارفيوم 100 مل,44.8,GOLDEN-LOW-VERIFIED,,new,,
مجموعة اروقيت بينك من عساف,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2508529c-af6e-4b18-bbb9-48cfa6bf877a-500x500-qjDfXiBAhgUvCabsRDmk8cznEVj2dfvqSQrtjFu5.webp",195,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة زودياك النخبة من زودياك,50.9,GOLDEN-LOW-VERIFIED,عساف,new,,
مجموعة بخور عيد عساف - 340 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7bff88e6-4037-4af0-aa06-04846aaa2e52-500x500-bYy2Wrj8h0NTl8vxAkZYUsARigUWASitJRIBqjjR.webp",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة عطور نايت تايم للعرايس,37.8,GOLDEN-LOW-VERIFIED,عساف,new,,
كيليان مجموعة هدايا للجنسين فوليه فو كوشيه أفيك موا,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/398ee6cd-7b5e-4c0e-90e1-73855e5b95d7-500x500-VjceuLMAGOHNhfcnEtx7dOj9jIh3hloTs95t1b0U.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة هدايا كايالي  جـِت ريتش,44.4,GOLDEN-LOW-VERIFIED,كيليان,new,,
غوالي انتولد برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9135a65e-966d-4310-a594-7aad285d004f-500x500-QeNk4qdtnh6x8jHQHcCDkfP4FZc5xx3aP2LtNKIN.webp",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر مارلي ديلينا إكسكلوسيف أو دو برفيوم 75 مل,48.7,GOLDEN-LOW-VERIFIED,,new,,
غوالي تي هاوس ميمورز برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c90ed374-c546-411b-9c32-b341470b2eee-500x500-Z09w7IgAWRKLz0yCLe85R7Hz6KxcaIrqr3KRvnlQ.webp",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر هيرمس تويلي دي هيرمس أو جنجر أو دو برفيوم 75 مل,47.7,GOLDEN-LOW-VERIFIED,,new,,
"طقم ""كوستوم ناشيونال سينت إنتنس"" أو دو بارفان – للرجال","https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bed0f647-4816-480d-9cf3-4e6f9118c4fa-500x500-8TRhDH9XU8FaCcCYp4euBP8dgPaYZwZ0HVsPfOug.webp",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر اجنر نمبر ون سبورت او دو تواليت 100مل للرجال,32.3,GOLDEN-LOW-VERIFIED,كوستوم ناشونال,new,,
تاجر البندقية ملكة الليل أو دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b988d68c-75e4-4819-9967-829f0f749ae2-500x500-ZX4E7zS5rP2XSR1h9cf2hyWZ7iBYZ60qke55CLkc.webp",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لويفي اير سوتيليزا أو دو تواليت 100مل,43.2,GOLDEN-LOW-VERIFIED,,new,,
ذا ميرشانت اوف فينيسيا جيوكورو او دي بارفان 100,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/820c7ea7-19ae-4b31-827f-ff9de05f87f1-500x500-vmBdx3ASUInvVujKmGzDsrmfl0efo5b0jNLBfY0T.jpg",736,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر أكوا دي بارما كويرسيا أو دو برفيوم 100 للجنسين,46.3,GOLDEN-LOW-VERIFIED,ذا ميرشنت أوف فينيس,new,,
تستر تاجر البندقية ملكة الليل أو دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c87b8ac4-1584-43fb-837a-38f571e5515b-500x500-a5sY6DPis1vkCJyRGlTa3uTbMk0KE5pmh4X39ulb.webp",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو أرماني سي أو دو بارفان أنتانس 100 مل للنساء,46.3,GOLDEN-LOW-VERIFIED,,new,,
عطر بيزنطة سافرون 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d70b04db-cbb6-4794-a7e0-ec91d94e1658-500x500-dsSHBNLFh213WbUFwNeMsy0nADhm3xq3quJVlgr3.webp",655,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر هيرش لهب 100 مل,44.3,GOLDEN-LOW-VERIFIED,بون 100,new,,
سالفو انتينس للرجال او دي بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0dca7460-d398-4a37-987f-ae5487a6c7a4-500x500-UBUkZ5Akolo3oeyAYZ0PMibqt9pUoseAdoUCxUXW.png",138,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر جورجيو أرماني أكوا دي جيو أو دو برفيوم 100 مل,46.4,GOLDEN-LOW-VERIFIED,,new,,
غوالي دوسك اوترو بارفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/98cb78c7-456e-4d38-b096-4b660c6e585e-500x500-s82847WiYwydMcz24MdaNITdJiXpny1HEyDnsiNv.jpg",345,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر ميمو باريس كيدو أو دو بارفيوم 75 مل,53.3,GOLDEN-LOW-VERIFIED,,new,,
تي اف كيه سيفد باي ذا مسك للجنسين - او دي بارفان، 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/117ef835-ac41-4520-a8a5-fb11d950ee51-375.37537537538x500-AFJGwp9ekCBPK672GfuI8g6rBd9HyXHzXUyeV4fZ.webp",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لانكوم أبسولو آي فلايمد أ روز أو دو بارفان 100 مل,43.3,GOLDEN-LOW-VERIFIED,,new,,
ذا فراجرانس كيتشن نمبر 7 ريمكس أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/fce2c577-4a33-4ab7-8dce-9dc53c85a4d5-500x500-OwdWrccGud41I9RRtssFKGU8oapGtkTfAAYrpwDK.png",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارتير لا بانتير أو دو برفيوم 100 مل,41.0,GOLDEN-LOW-VERIFIED,,new,,
ذا فراجرانس كيتشن 28 ريمكس 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e2ef783e-3817-4d79-a93a-7171d3b24b95-500x500-dyMY93zckA0fhie0GHSChHREQtiGpTLrjDdqAAFB.jpg",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة عساف فرانكل  ريبل 100 مل و 200 مل,38.3,GOLDEN-LOW-VERIFIED,,new,,
ذا فراجرانس كيتشن فيل ذا ريثم أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/46000beb-2b44-4b8e-93d7-46983358b09e-500x500-9Debjbs23cCS3fpWwWsqd9Q9c2qNJ1JAGmG2iaw0.png",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارتير لا بانتير أو دو برفيوم 100 مل,48.3,GOLDEN-LOW-VERIFIED,,new,,
ذا فريجرنس كيتشن أت يور أون ريسك أو دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/38f7b509-2e4b-4f17-881e-9eab81862b04-500x500-94f11HSWahXVtItbzcHmgHIwKgLzxsR8rTMV4Pu8.png",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,كارتير ريفيرز دو كارتير أليجريس أو دو تواليت 100 مل,45.2,GOLDEN-LOW-VERIFIED,,new,,
ذا فراجرانس كيتشن نمبر 3 ريمكس أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8c94b335-afcd-4435-a329-01c6ba0d04ec-500x500-jx42tx0D8TOlcrQ7H8Lf8jrXimZa58vV0KUggak2.png",322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارتير لا بانتير أو دو برفيوم 100 مل,41.0,GOLDEN-LOW-VERIFIED,,new,,
عطر شيفاز بني SHIFAZ 100ML,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/54cfadd1-efb5-4998-bff8-8de9142ab97d-500x500-B1N8wkb7SyLWpVdDS31FW2srDsEeIs910MIc04R1.png",115,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر صمام اوي بيور بارفيوم 100مل,39.6,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
ارجوس فول اوف فايتون او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e3eff395-c7b5-4422-a0e2-75dcb6e566cb-500x500-MvLIB6l3V14tU0ky65r5hKUNQbcjPimwYqANTSEP.jpg",1207,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كارتير لا بانتير أو دو برفيوم 100 مل,50.1,GOLDEN-LOW-VERIFIED,,new,,
أرغوس بالاس أثيني او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/afdd33b4-9c65-4d46-bc36-b9bb699e7dc6-500x500-Cip2LWwMdPKLs19anfyb7m2D8NRpCbdTATPJvtRH.webp",1150,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لويفي إسينسيا أو دو برفيوم 100مل,51.2,GOLDEN-LOW-VERIFIED,,new,,
حقيبة مكياج برادا (خضراء),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cfc5f2d8-14e7-4fdf-9cf1-67d65cc950b8-500x500-7akcZYlElCrghMu9B1g5iBSLDOtNvhJbNlElhvp8.jpg",89,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,كيس جورجيوا أرمني حجم وسط,39.7,GOLDEN-LOW-VERIFIED,برادا,new,,
ارجوس ترايمف اوف باخوس او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/470b1447-1a5c-4367-b7c9-56f6b22be2c8-500x500-giwFo3HG0wF6c6RUETqBnvJmPcdKZLA4h7y97CTu.jpg",1265,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,إل بروفومو أمبر دور أو دو برفيوم 100مل,47.4,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر وون امبيرلا فور تو 10مل من فلورايكيو,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b92cb244-7739-4e31-b0ec-f2c53626a5b0-500x500-eZCVgby9xnguG7dNoFMUzg04AAjna11a6ctl9iUN.webp",113,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أرماني بريفيه عود رويال كولكتور أو دو بارفان إنتنس 100مل,15.9,GOLDEN-LOW-VERIFIED,لابيرلا,new,,
عينة ثمين بلود اس لوف 10مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/83e2513d-fdc5-4216-9f26-c7f3b7b6de8d-500x500-9yciz0gqlBJQuwu2aBmpGLdf8P820dKoPSd1jiPf.png",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,صندوق عينات أروقيت,45.3,GOLDEN-LOW-VERIFIED,,new,,
عطر كوستو برشلونة الزهري تواليت 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/724d9b5d-60ba-4609-98de-03cf61eb6c67-500x500-AAepoRC35KAtll7ciq3HMRAU1Wkf53X0LAUDGOHf.jpg",258,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ألور شانيل أو دو تواليت 50 مل,50.6,GOLDEN-LOW-VERIFIED,,new,,
عطر افنان 9بي ان 9PM NIGHT OUT,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/149e902b-6447-4b91-a04a-bbed51111e55-500x500-EYlyCNZFNL0K0dSXg0ypvOyMQpNB1IjuwOJZUmBc.jpg",189,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أمواج عطار أوريس واكان 12مل للجنسين,22.9,GOLDEN-LOW-VERIFIED,افنان,new,,
عطر مس قريس عساف,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e8d66bff-738f-4fec-a18e-d407842ec541-500x500-OsiiRPqdrvYJxO0r7fpIS8WHXyb9NXqII51t9HDo.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر موغلر كولون ران فري او دو تواليت 100مل,20.5,GOLDEN-LOW-VERIFIED,عساف,new,,
سنتولوجيا لاكتونيكعطور للجنسين (100ml),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c999fd52-e9fc-4f69-a7a5-844e0d896e83-500x500-OXe6uJRpvHBdYofLqaKe1VaEwdrG6Xmf8QpuKCcM.jpg",1023,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر بوديسيا ذا فيكتوريوس ديكيد أو دو بارفيوم 100 مل للجنسين,43.7,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
تستر سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/10d43390-8e31-491f-ba6f-1a3b71bd71d4-500x500-NNQHJFIZr8qhSAoOXgWXEgwgfguGAvbzOqzT74zr.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,مجموعة لافيرن مس لافيرن بلوم 100 مل,38.1,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
تستر سنتولوجيا لاكتونيك عطور للجنسين (100ml),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e2212102-aae9-49b7-a9cc-3faac11629eb-500x500-D2vIHUOhvw1eMxfxKlZYafWlcpsyoNulpPAX03qB.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر ماتير بريمير إنسانس سواف أو دو بارفيوم 100 مل للجنسين,42.3,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
سنتولوجيا وود.واي².لانغ.عطور للجنسين (100ml),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c6435052-6be0-4359-a13f-8c4e0cd2c94c-500x500-IxdfI0hgGSI32f33qHiFxZuLKhwcbu55bNMGgS3Z.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر أرماني سترونجر ويذ يو عنبر أو دو بارفيوم 100 مل للجنسين,38.8,GOLDEN-LOW-VERIFIED,مايتر بارفومير إيه غونتييه,new,,
